ordine	data	ora	altezza	temperatura	lido	ventoMS	ventomax	dirventoGN
671	16/11/19	19.664	0.29	13.4	0.42	5.2	6.2	50
672	16/11/19	19.830	0.31	13.4	0.47	5.6	6.5	47
673	16/11/19	20.000	0.35	13.4	0.42	4.6	5.1	44
674	16/11/19	20.166	0.37	13.3	0.39	4.3	5.3	59
675	16/11/19	20.333	0.37	13.3	0.47	5.4	6.8	60
676	16/11/19	20.498	0.39	13.3	0.51	5.9	6.6	56
677	16/11/19	20.664	0.4	13.3	0.55	5.3	5.9	54
678	16/11/19	20.830	0.43	13.3	0.57	6	8.3	56
679	16/11/19	21.000	0.46	13.3	0.59	6.8	7.7	49
680	16/11/19	21.166	0.48	13.3	0.58	5.7	6.3	40
681	16/11/19	21.333	0.5	13.4	0.59	6.5	8.6	31
682	16/11/19	21.498	0.52	13.3	0.61	7.7	9.3	42
683	16/11/19	21.664	0.53	13.2	0.67	8.4	10.1	42
684	16/11/19	21.830	0.57	13.1	0.65	7.4	8.7	35
685	16/11/19	22.000	0.58	13.1	0.7	6.9	8.2	42
686	16/11/19	22.166	0.6	13.1	0.73	6.5	8.1	41
687	16/11/19	22.333	0.62	13.2	0.73	7.1	8.6	35
688	16/11/19	22.498	0.65	13.1	0.74	6.6	7.6	39
689	16/11/19	22.664	0.67	13.2	0.78	6.7	9.2	45
690	16/11/19	22.830	0.68	13.2	0.81	6.8	7.7	39
691	16/11/19	23.000	0.7	13.2	0.8	6.9	9	32
692	16/11/19	23.166	0.73	13.3	0.8	6.4	7.6	32
693	16/11/19	23.333	0.73	13.3	0.83	7.1	9.7	36
694	16/11/19	23.498	0.76	13.3	0.84	7.3	8.8	27
695	16/11/19	23.664	0.77	13.3	0.84	8.8	13.4	26
696	16/11/19	23.830	0.79	13.3	0.89	10.6	13.1	27
697	17/11/19	00.000	0.79	13.2	0.95	10.8	13.6	26
698	17/11/19	00.166	0.81	13.3	0.94	8.9	10.6	23
699	17/11/19	00.333	0.83	13.2	0.9	9.1	11.1	26
700	17/11/19	00.498	0.83	13.2	0.92	10.4	13.8	22
701	17/11/19	00.664	0.85	13.3	0.89	10.6	13.9	31
702	17/11/19	00.830	0.84	13.3	0.89	11.1	14.2	32
703	17/11/19	01.000	0.85	13.3	0.93	10.8	14.2	35
704	17/11/19	01.166	0.87	13.4	0.95	11.4	13.9	36
705	17/11/19	01.333	0.88	13.5	0.93	11.1	13	36
706	17/11/19	01.498	0.88	13.9	0.97	11.1	13.6	34
707	17/11/19	01.664	0.89	13.8	0.98	11.3	14.2	33
708	17/11/19	01.830	0.9	13.8	1	11.2	12.4	36
709	17/11/19	02.000	0.91	13.9	1	9.2	10.9	42
710	17/11/19	02.166	0.92	14.1	1.05	12	15.3	38
711	17/11/19	02.333	0.94	14.1	1.03	12.3	14.6	42
712	17/11/19	02.498	0.96	14.3	1.05	12.3	14.8	40
713	17/11/19	02.664	0.96	14.3	1.07	10.9	12.7	39
714	17/11/19	02.830	0.98	14.1	1.05	9.9	12	42
715	17/11/19	03.000	1	14.2	1.05	10.4	12	41
716	17/11/19	03.166	1.01	14.5	1.05	7.9	8.9	42
717	17/11/19	03.333	1.02	14.6	1.06	6.4	7.5	45
718	17/11/19	03.498	1.03	14.7	1.04	4.8	5.3	41
719	17/11/19	03.664	1.02	14.7	1.03	5.6	13.2	139
720	17/11/19	03.830	1.02	14.6	1.02	11.4	14.1	173
